gene_id,feature_is_filtered,feature_name,feature_reference,feature_biotype,mean_expression,mean_log_expression
ENSG00000089022,FALSE,MAPKAPK5,NCBITaxon:9606,gene,0.1445608278647148,0.09452756770838538
ENSG00000198270,FALSE,TMEM116,NCBITaxon:9606,gene,0.08225012619888945,0.05451382987074377
ENSG00000089248,FALSE,ERP29,NCBITaxon:9606,gene,1.4601211509338718,0.6688410647360138
ENSG00000274227,FALSE,RP1-267L14.6,NCBITaxon:9606,gene,0.0023346794548207974,0.0016182764816202663
ENSG00000111300,FALSE,NAA25,NCBITaxon:9606,gene,0.12534704694598686,0.08112526851804566
ENSG00000258323,TRUE,RP1-267L14.3,NCBITaxon:9606,gene,6.309944472488642e-5,4.373720220595314e-5
ENSG00000135148,FALSE,TRAFD1,NCBITaxon:9606,gene,0.08796062594649168,0.05699212823400252
ENSG00000173064,FALSE,HECTD4,NCBITaxon:9606,gene,0.09935007571933367,0.06565741409668667
ENSG00000257494,TRUE,RP3-521E19.2,NCBITaxon:9606,gene,3.154972236244321e-5,2.186860110297657e-5
ENSG00000089009,FALSE,RPL6,NCBITaxon:9606,gene,22.765806410903583,2.5535494595448744
ENSG00000179295,FALSE,PTPN11,NCBITaxon:9606,gene,0.29997476022211006,0.18154121310481453
ENSG00000089169,TRUE,RPH3A,NCBITaxon:9606,gene,9.464916708732963e-5,6.56058033089297e-5
ENSG00000089127,FALSE,OAS1,NCBITaxon:9606,gene,0.13664184755174155,0.08225643132332217
ENSG00000257452,TRUE,RP1-71H24.1,NCBITaxon:9606,gene,0,0
ENSG00000111331,FALSE,OAS3,NCBITaxon:9606,gene,0.05631625441696113,0.036383015710348805
ENSG00000111335,FALSE,OAS2,NCBITaxon:9606,gene,0.06556032306915699,0.04241106084851099
ENSG00000135144,FALSE,DTX1,NCBITaxon:9606,gene,0.007508833922261484,0.005029813857968435
ENSG00000111344,FALSE,RASAL1,NCBITaxon:9606,gene,0.010159010600706713,0.006870884299749431
ENSG00000186710,FALSE,CFAP73,NCBITaxon:9606,gene,0.0012619888944977284,8.747440441190618e-4
ENSG00000123064,FALSE,DDX54,NCBITaxon:9606,gene,0.19475643614336194,0.12423700777669974
ENSG00000139405,FALSE,RITA1,NCBITaxon:9606,gene,0.09859288238263503,0.06505792118167551
ENSG00000257286,TRUE,RP11-545P7.4,NCBITaxon:9606,gene,0,0
ENSG00000166578,FALSE,IQCD,NCBITaxon:9606,gene,0.011641847551741545,0.007896139918591935
ENSG00000186815,FALSE,TPCN1,NCBITaxon:9606,gene,0.11944724886421,0.07746805639630243
ENSG00000089060,FALSE,SLC8B1,NCBITaxon:9606,gene,0.08979050984351337,0.05926511132106011
ENSG00000151176,FALSE,PLBD2,NCBITaxon:9606,gene,0.05353987884906613,0.035964084826476214
ENSG00000135094,FALSE,SDS,NCBITaxon:9606,gene,0.0448321554770318,0.021489986918113435
ENSG00000139410,FALSE,SDSL,NCBITaxon:9606,gene,0.09095784957092377,0.0578552819762452
ENSG00000089116,FALSE,LHX5,NCBITaxon:9606,gene,3.154972236244321e-4,2.1868601102976567e-4
ENSG00000257935,TRUE,LHX5-AS1,NCBITaxon:9606,gene,0,0
ENSG00000249550,FALSE,LINC01234,NCBITaxon:9606,gene,6.625441696113075e-4,4.5924062316250795e-4
ENSG00000122965,FALSE,RBM19,NCBITaxon:9606,gene,0.0708922261484099,0.04765474040276623
ENSG00000257359,TRUE,RP11-780K2.1,NCBITaxon:9606,gene,9.464916708732963e-5,6.56058033089297e-5
ENSG00000257603,TRUE,RP11-100F15.1,NCBITaxon:9606,gene,0,0
ENSG00000257997,TRUE,RP11-100F15.2,NCBITaxon:9606,gene,0,0
ENSG00000257476,TRUE,LINC02459,NCBITaxon:9606,gene,0,0
ENSG00000089225,FALSE,TBX5,NCBITaxon:9606,gene,0.011831145885916204,0.007729583145830684
ENSG00000255399,FALSE,TBX5-AS1,NCBITaxon:9606,gene,0.0036913175164058555,0.002495092302446719
ENSG00000258254,FALSE,RP11-162N7.1,NCBITaxon:9606,gene,3.470469459868753e-4,2.4055461213274226e-4
ENSG00000135111,FALSE,TBX3,NCBITaxon:9606,gene,0.5183303886925795,0.24128026094331836
ENSG00000257817,FALSE,RP4-601P9.2,NCBITaxon:9606,gene,0.002208480565371025,0.0015035732086648417
ENSG00000257517,TRUE,RP4-601P9.1,NCBITaxon:9606,gene,0,0
ENSG00000283459,TRUE,RP11-411G2.2,NCBITaxon:9606,gene,0,0
ENSG00000257958,TRUE,RP11-25E2.1,NCBITaxon:9606,gene,3.154972236244321e-5,2.186860110297657e-5
ENSG00000257519,TRUE,RP11-116D17.2,NCBITaxon:9606,gene,0,0
ENSG00000271579,FALSE,RP11-116D17.3,NCBITaxon:9606,gene,0.0018929833417465926,0.0012939634871495815
ENSG00000276308,FALSE,RP11-116D17.4,NCBITaxon:9606,gene,2.523977788995457e-4,1.7494880882381255e-4
ENSG00000276972,FALSE,RP11-116D17.5,NCBITaxon:9606,gene,7.256436143361939e-4,5.029778253684611e-4
ENSG00000257726,TRUE,RP11-116D17.1,NCBITaxon:9606,gene,0,0
ENSG00000258108,TRUE,RP11-1028N23.3,NCBITaxon:9606,gene,0,0
ENSG00000257407,TRUE,RP11-1028N23.4,NCBITaxon:9606,gene,6.309944472488642e-5,4.373720220595314e-5
ENSG00000257781,FALSE,RP11-110L15.1,NCBITaxon:9606,gene,5.047955577990914e-4,3.189527270301426e-4
ENSG00000257683,TRUE,LINC02463,NCBITaxon:9606,gene,6.309944472488642e-5,4.373720220595314e-5
ENSG00000123066,FALSE,MED13L,NCBITaxon:9606,gene,0.3451855123674912,0.20315230079450627
ENSG00000258034,TRUE,RP11-493P1.2,NCBITaxon:9606,gene,3.154972236244321e-5,2.186860110297657e-5
ENSG00000258346,TRUE,RP11-148B3.2,NCBITaxon:9606,gene,0,0
ENSG00000258018,TRUE,LINC02457,NCBITaxon:9606,gene,3.154972236244321e-5,2.186860110297657e-5
ENSG00000258102,FALSE,MAP1LC3B2,NCBITaxon:9606,gene,0.013250883392226149,0.009094049568105117
ENSG00000275898,TRUE,RP11-497G19.7,NCBITaxon:9606,gene,3.154972236244321e-5,2.186860110297657e-5
ENSG00000258249,TRUE,RP11-497G19.3,NCBITaxon:9606,gene,1.8929833417465926e-4,1.312116066178594e-4
ENSG00000257883,TRUE,RP11-497G19.1,NCBITaxon:9606,gene,1.8929833417465926e-4,1.312116066178594e-4
ENSG00000257654,FALSE,RP11-497G19.2,NCBITaxon:9606,gene,5.99444724886421e-4,4.155034209565548e-4
ENSG00000111412,FALSE,SPRING1,NCBITaxon:9606,gene,0.17895002523977788,0.11138354541930587
ENSG00000135119,FALSE,RNFT2,NCBITaxon:9606,gene,0.004353861686017163,0.0029997143731817586
ENSG00000275467,TRUE,RP11-240G22.4,NCBITaxon:9606,gene,3.154972236244321e-5,2.186860110297657e-5
ENSG00000135116,FALSE,HRK,NCBITaxon:9606,gene,0.015617112569409388,0.010112435879086364
ENSG00000174989,FALSE,FBXW8,NCBITaxon:9606,gene,0.02691191317516406,0.01842865374834282
ENSG00000274554,TRUE,RP11-240G22.5,NCBITaxon:9606,gene,3.470469459868753e-4,2.4055461213274226e-4
ENSG00000257279,FALSE,RP11-231I16.1,NCBITaxon:9606,gene,0.001198889449772842,8.310068419131088e-4
ENSG00000088992,FALSE,TESC,NCBITaxon:9606,gene,0.15030287733467945,0.08367727766160139
ENSG00000258285,FALSE,TESC-AS1,NCBITaxon:9606,gene,2.2084805653710247e-4,1.5308020772083597e-4
ENSG00000135108,FALSE,FBXO21,NCBITaxon:9606,gene,0.20624053508329127,0.1298573429094629
ENSG00000089250,TRUE,NOS1,NCBITaxon:9606,gene,3.470469459868753e-4,2.4055461213274226e-4
ENSG00000255686,TRUE,RP11-227B21.2,NCBITaxon:9606,gene,0,0
ENSG00000171435,FALSE,KSR2,NCBITaxon:9606,gene,0.01060070671378092,0.007220781917397056
ENSG00000256071,TRUE,RP11-465L8.1,NCBITaxon:9606,gene,0,0
ENSG00000111445,FALSE,RFC5,NCBITaxon:9606,gene,0.040005047955577994,0.02725331119468826
ENSG00000277873,FALSE,RP11-33N14.3,NCBITaxon:9606,gene,3.785966683493185e-4,2.5334692372121285e-4
ENSG00000176871,FALSE,WSB2,NCBITaxon:9606,gene,0.12925921251892983,0.0838452549494555
ENSG00000276292,TRUE,RP11-33N14.5,NCBITaxon:9606,gene,6.309944472488642e-5,4.373720220595314e-5
ENSG00000176834,FALSE,VSIG10,NCBITaxon:9606,gene,0.11966809692074709,0.07833969025104244
ENSG00000274859,FALSE,RP11-136L23.2,NCBITaxon:9606,gene,0.001325088339222615,9.184812463250148e-4
ENSG00000089220,FALSE,PEBP1,NCBITaxon:9606,gene,3.0129669358909643,0.993264738837752
ENSG00000135090,FALSE,TAOK3,NCBITaxon:9606,gene,0.40658127208480566,0.23872695888422824
ENSG00000270482,FALSE,RP11-131L12.2,NCBITaxon:9606,gene,0.004511610297829379,0.0031272099577256537
ENSG00000111707,FALSE,SUDS3,NCBITaxon:9606,gene,0.4286345280161535,0.2362998407401242
ENSG00000275759,FALSE,RP11-131L12.3,NCBITaxon:9606,gene,0.00334427057041898,0.0023180717169155184
ENSG00000275409,FALSE,RP11-131L12.4,NCBITaxon:9606,gene,0.001640585562847047,0.0011371672573547806
ENSG00000255714,TRUE,LINC02460,NCBITaxon:9606,gene,0,0
ENSG00000256750,TRUE,LINC02423,NCBITaxon:9606,gene,0,0
ENSG00000255618,TRUE,LINC02440,NCBITaxon:9606,gene,3.154972236244321e-5,2.186860110297657e-5
ENSG00000255814,TRUE,LINC02439,NCBITaxon:9606,gene,0,0
ENSG00000256149,TRUE,RP11-357K6.3,NCBITaxon:9606,gene,0,0
ENSG00000139767,FALSE,SRRM4,NCBITaxon:9606,gene,3.785966683493185e-4,2.624232132357188e-4
ENSG00000257095,TRUE,RP11-364C11.2,NCBITaxon:9606,gene,0,0
ENSG00000256884,FALSE,RP11-64B16.3,NCBITaxon:9606,gene,0.0018298838970217063,0.001228357683840652
ENSG00000152137,FALSE,HSPB8,NCBITaxon:9606,gene,0.38159389197375065,0.11025725782455337
ENSG00000256609,TRUE,RP11-64B16.4,NCBITaxon:9606,gene,9.464916708732963e-5,6.56058033089297e-5
ENSG00000256311,TRUE,RP11-64B16.5,NCBITaxon:9606,gene,0,0
ENSG00000281196,TRUE,LINC00934,NCBITaxon:9606,gene,0,0
ENSG00000183273,TRUE,CCDC60,NCBITaxon:9606,gene,3.154972236244321e-5,2.186860110297657e-5
ENSG00000248636,FALSE,RP11-768F21.1,NCBITaxon:9606,gene,0.011042402826855124,0.007466696796970341
ENSG00000224982,FALSE,TMEM233,NCBITaxon:9606,gene,0.013881877839475013,0.009082539850539077
ENSG00000111725,FALSE,PRKAB1,NCBITaxon:9606,gene,0.0697248864209995,0.04644000170110138
ENSG00000122966,FALSE,CIT,NCBITaxon:9606,gene,0.008613074204946997,0.0058191196700991665
ENSG00000255692,TRUE,RP1-127H14.3,NCBITaxon:9606,gene,9.464916708732963e-5,6.56058033089297e-5
ENSG00000135127,FALSE,BICDL1,NCBITaxon:9606,gene,0.06060701665825341,0.038623832654271516
ENSG00000111737,FALSE,RAB35,NCBITaxon:9606,gene,0.12493690055527511,0.08207100514139008
ENSG00000277283,FALSE,RP1-267D11.6,NCBITaxon:9606,gene,0.025145128722867238,0.01719865181913567
ENSG00000089154,FALSE,GCN1,NCBITaxon:9606,gene,0.08540509843513377,0.05700599533380129
ENSG00000089157,FALSE,RPLP0,NCBITaxon:9606,gene,16.660966683493186,1.8009523780501488
ENSG00000255857,FALSE,PXN-AS1,NCBITaxon:9606,gene,0.057515143866733974,0.03822248095599944
ENSG00000089159,FALSE,PXN,NCBITaxon:9606,gene,0.22968197879858657,0.13900752022878696
ENSG00000275936,FALSE,RP1-278C19.8,NCBITaxon:9606,gene,0.0010726905603230693,7.344561479866969e-4
ENSG00000089163,FALSE,SIRT4,NCBITaxon:9606,gene,0.011263250883392226,0.007743556567161108
ENSG00000170890,FALSE,PLA2G1B,NCBITaxon:9606,gene,0.0036913175164058555,0.002549550039533755
ENSG00000135097,FALSE,MSI1,NCBITaxon:9606,gene,0.020318021201413426,0.013211276791381326
ENSG00000256695,TRUE,RP1-166H1.2,NCBITaxon:9606,gene,0,0
ENSG00000111775,FALSE,COX6A1,NCBITaxon:9606,gene,2.5247980817768805,0.9310727365624972
ENSG00000111780,TRUE,AL021546.6,NCBITaxon:9606,gene,0,0
ENSG00000170855,FALSE,TRIAP1,NCBITaxon:9606,gene,0.23848435133770823,0.14587413798832652
ENSG00000257218,FALSE,GATC,NCBITaxon:9606,gene,0.08736118122160524,0.057851112685609225
ENSG00000111786,FALSE,SRSF9,NCBITaxon:9606,gene,1.6739651691065118,0.7370931698199201
ENSG00000088986,FALSE,DYNLL1,NCBITaxon:9606,gene,7.163238263503281,1.6657602396756859
ENSG00000248008,FALSE,NRAV,NCBITaxon:9606,gene,0.03931095406360424,0.02624824621091687
ENSG00000278344,TRUE,RP11-18C24.8,NCBITaxon:9606,gene,9.464916708732963e-5,6.56058033089297e-5
ENSG00000110871,FALSE,COQ5,NCBITaxon:9606,gene,0.13112064613831398,0.08628664120959827
ENSG00000022840,FALSE,RNF10,NCBITaxon:9606,gene,0.45131877839475015,0.2626348276017405
ENSG00000167272,FALSE,POP5,NCBITaxon:9606,gene,0.2796251892983342,0.17443184290783123
ENSG00000256008,FALSE,RP11-728G15.1,NCBITaxon:9606,gene,3.154972236244321e-4,2.1868601102976567e-4
ENSG00000157782,FALSE,CABP1,NCBITaxon:9606,gene,0.11698637051993943,0.06589792095958204
ENSG00000110917,FALSE,MLEC,NCBITaxon:9606,gene,0.87358026249369,0.4311207352194937
ENSG00000256364,FALSE,RP11-173P15.3,NCBITaxon:9606,gene,0.0012935386168601716,8.966126452220383e-4
ENSG00000277423,FALSE,RP11-173P15.9,NCBITaxon:9606,gene,0.0014512872286723878,0.001005955650736921
ENSG00000276188,FALSE,RP11-173P15.10,NCBITaxon:9606,gene,8.202927814235235e-4,5.685836286773906e-4
ENSG00000175970,FALSE,UNC119B,NCBITaxon:9606,gene,0.07575088339222615,0.050204356322296716
ENSG00000256569,TRUE,RP11-173P15.5,NCBITaxon:9606,gene,3.154972236244321e-5,2.186860110297657e-5
ENSG00000122971,FALSE,ACADS,NCBITaxon:9606,gene,0.14803129732458353,0.09618639438575864
ENSG00000255946,TRUE,RP11-173P15.7,NCBITaxon:9606,gene,9.464916708732963e-5,6.56058033089297e-5
ENSG00000157837,FALSE,SPPL3,NCBITaxon:9606,gene,0.23542402826855124,0.14632157624524428
ENSG00000135100,FALSE,HNF1A,NCBITaxon:9606,gene,0.0013881877839475012,9.44065869501956e-4
ENSG00000157895,FALSE,C12orf43,NCBITaxon:9606,gene,0.11610297829379101,0.0757467309399809
ENSG00000135114,FALSE,OASL,NCBITaxon:9606,gene,0.31306789500252397,0.14611075343569474
ENSG00000089041,FALSE,P2RX7,NCBITaxon:9606,gene,0.05104745078243311,0.03306681043028302
ENSG00000274029,FALSE,RP11-340F14.6,NCBITaxon:9606,gene,0.0017352347299343766,0.0011627518805317223
ENSG00000135124,FALSE,P2RX4,NCBITaxon:9606,gene,0.1405540131246845,0.09064591688979494
ENSG00000110931,FALSE,CAMKK2,NCBITaxon:9606,gene,0.11357900050479555,0.07459888219698105
ENSG00000089053,FALSE,ANAPC5,NCBITaxon:9606,gene,0.4730565371024735,0.2810833645435741
ENSG00000258435,TRUE,RP11-711D18.2,NCBITaxon:9606,gene,3.154972236244321e-5,2.186860110297657e-5
ENSG00000170633,FALSE,RNF34,NCBITaxon:9606,gene,0.1374936900555275,0.09052960763062978
ENSG00000089094,FALSE,KDM2B,NCBITaxon:9606,gene,0.09291393235739526,0.06140140990131706
ENSG00000256742,FALSE,KDM2B-DT,NCBITaxon:9606,gene,8.202927814235235e-4,5.595073391628847e-4
ENSG00000276045,FALSE,ORAI1,NCBITaxon:9606,gene,0.36881625441696114,0.20563306041038684
ENSG00000139714,FALSE,MORN3,NCBITaxon:9606,gene,0.019529278142352346,0.013369574849407451
ENSG00000188735,FALSE,TMEM120B,NCBITaxon:9606,gene,0.06789500252397779,0.045479532427170004
ENSG00000139725,FALSE,RHOF,NCBITaxon:9606,gene,0.13089979808177687,0.08465507339654584
ENSG00000212694,FALSE,LINC01089,NCBITaxon:9606,gene,0.09430212014134276,0.06229200641774109
ENSG00000272849,TRUE,RP11-347I19.8,NCBITaxon:9606,gene,2.523977788995457e-4,1.7494880882381255e-4
ENSG00000274292,FALSE,RP11-347I19.7,NCBITaxon:9606,gene,0.020601968702675416,0.013922077675763221
ENSG00000139718,FALSE,SETD1B,NCBITaxon:9606,gene,0.08830767289247855,0.05839115113105523
ENSG00000158104,FALSE,HPD,NCBITaxon:9606,gene,0.0012935386168601716,8.966126452220383e-4
ENSG00000256811,TRUE,RP11-7M8.2,NCBITaxon:9606,gene,0,0
ENSG00000278084,TRUE,RP11-87C12.6,NCBITaxon:9606,gene,0,0
ENSG00000110801,FALSE,PSMD9,NCBITaxon:9606,gene,0.25735108531044926,0.157950607578284
ENSG00000256950,FALSE,RP11-87C12.2,NCBITaxon:9606,gene,0.004827107521453811,0.003336819679240914
ENSG00000158023,FALSE,CFAP251,NCBITaxon:9606,gene,0.018519687026754165,0.012566224407378668
ENSG00000255856,FALSE,RP11-87C12.5,NCBITaxon:9606,gene,0.0010411408379606259,7.216638363982263e-4
ENSG00000110987,FALSE,BCL7A,NCBITaxon:9606,gene,0.15446744068652196,0.09277096258277422
ENSG00000175727,FALSE,MLXIP,NCBITaxon:9606,gene,0.2957155477031802,0.17616508309121973
ENSG00000158113,FALSE,LRRC43,NCBITaxon:9606,gene,0.0017667844522968198,0.001224641661766687
ENSG00000204671,TRUE,IL31,NCBITaxon:9606,gene,1.2619888944977284e-4,8.747440441190628e-5
ENSG00000176383,FALSE,B3GNT4,NCBITaxon:9606,gene,0.003628218071680969,0.002496736547813296
ENSG00000284934,TRUE,RP11-512M8.12,NCBITaxon:9606,gene,6.309944472488642e-5,4.373720220595314e-5
ENSG00000184047,FALSE,DIABLO,NCBITaxon:9606,gene,0.008202927814235235,0.005676759997259412
ENSG00000256861,TRUE,RP11-512M8.13,NCBITaxon:9606,gene,3.154972236244321e-5,2.186860110297657e-5
ENSG00000139719,FALSE,VPS33A,NCBITaxon:9606,gene,0.05035335689045936,0.034308612519832485
ENSG00000130779,FALSE,CLIP1,NCBITaxon:9606,gene,0.3271075214538112,0.1845500903919107
ENSG00000257097,FALSE,CLIP1-AS1,NCBITaxon:9606,gene,0.003943715295305401,0.002715422558843062
ENSG00000033030,FALSE,ZCCHC8,NCBITaxon:9606,gene,0.19156991418475516,0.12091746106809351
ENSG00000275265,FALSE,RP11-15J22.8,NCBITaxon:9606,gene,0.004606259464916709,0.003138358023947547
ENSG00000111011,FALSE,RSRC2,NCBITaxon:9606,gene,1.2708859162039374,0.5972541833916366
ENSG00000184445,FALSE,KNTC1,NCBITaxon:9606,gene,0.02546062594649167,0.017362880093078386
ENSG00000274191,FALSE,RP11-324E6.10,NCBITaxon:9606,gene,0.0019245330641090358,0.0013249083777670642
ENSG00000256249,FALSE,RP11-324E6.6,NCBITaxon:9606,gene,5.047955577990914e-4,3.498976176476251e-4
ENSG00000182782,FALSE,HCAR2,NCBITaxon:9606,gene,0.032338465421504294,0.018545371097376872
ENSG00000255398,FALSE,HCAR3,NCBITaxon:9606,gene,0.011515648662291772,0.006550045029620362
ENSG00000196917,FALSE,HCAR1,NCBITaxon:9606,gene,0.030413932357395253,0.020236381475738478
ENSG00000139726,FALSE,DENR,NCBITaxon:9606,gene,0.4280035335689046,0.25235189749920806
ENSG00000130783,FALSE,CCDC62,NCBITaxon:9606,gene,0.004827107521453811,0.0033095908106973953
ENSG00000130787,FALSE,HIP1R,NCBITaxon:9606,gene,0.19870015143866734,0.12225115902336456
ENSG00000139722,FALSE,VPS37B,NCBITaxon:9606,gene,0.31634906612821806,0.18646437102743899
ENSG00000256152,FALSE,RP11-463O12.3,NCBITaxon:9606,gene,0.0011042402826855124,7.563247490896734e-4
ENSG00000150967,FALSE,ABCB9,NCBITaxon:9606,gene,0.037985865724381625,0.025466693161423505
ENSG00000111325,FALSE,OGFOD2,NCBITaxon:9606,gene,0.05530666330136295,0.03739336786937453
ENSG00000182196,FALSE,ARL6IP4,NCBITaxon:9606,gene,2.2414500252397778,0.880527523994463
ENSG00000090975,FALSE,PITPNM2,NCBITaxon:9606,gene,0.02978293791014639,0.020080801959969478
ENSG00000251497,TRUE,PITPNM2-AS1,NCBITaxon:9606,gene,6.309944472488642e-5,4.373720220595314e-5
ENSG00000051825,FALSE,MPHOSPH9,NCBITaxon:9606,gene,0.0638881877839475,0.04281063149278687
ENSG00000130921,FALSE,C12orf65,NCBITaxon:9606,gene,0.44649167087329633,0.2492066315912333
ENSG00000111328,FALSE,CDK2AP1,NCBITaxon:9606,gene,0.049564613831398284,0.033244981849843244
ENSG00000269980,FALSE,RP11-282O18.7,NCBITaxon:9606,gene,0.004732458354366482,0.0032621375864174775
ENSG00000139697,FALSE,SBNO1,NCBITaxon:9606,gene,0.28909010600706714,0.17883715955329413
ENSG00000256092,FALSE,SBNO1-AS1,NCBITaxon:9606,gene,0.06947248864209996,0.046097892450374905
ENSG00000183955,FALSE,KMT5A,NCBITaxon:9606,gene,0.23059692074709742,0.142945820205524
ENSG00000150977,FALSE,RILPL2,NCBITaxon:9606,gene,0.6142415446744068,0.31829364397078014
ENSG00000184209,FALSE,SNRNP35,NCBITaxon:9606,gene,0.15623422513881877,0.1014743473700316
ENSG00000188026,FALSE,RILPL1,NCBITaxon:9606,gene,0.056379353861686014,0.037827059473643794
ENSG00000247373,FALSE,TMED2-DT,NCBITaxon:9606,gene,0.007414184755174155,0.005062794921009489
ENSG00000086598,FALSE,TMED2,NCBITaxon:9606,gene,1.3606133266027258,0.589054271470913
ENSG00000111364,FALSE,DDX55,NCBITaxon:9606,gene,0.10559692074709742,0.06965243479429253
ENSG00000111361,FALSE,EIF2B1,NCBITaxon:9606,gene,0.18365093387178194,0.11973378979973874
ENSG00000111358,FALSE,GTF2H3,NCBITaxon:9606,gene,0.11449394245330641,0.07570052815039198
ENSG00000168778,FALSE,TCTN2,NCBITaxon:9606,gene,0.021453811206461382,0.014508457560696441
ENSG00000255839,FALSE,RP11-338K17.8,NCBITaxon:9606,gene,0.002839475012619889,0.0019318689412098687
ENSG00000185344,FALSE,ATP6V0A2,NCBITaxon:9606,gene,0.06694851085310449,0.04507303408716037
ENSG00000197653,FALSE,DNAH10,NCBITaxon:9606,gene,0.001482836951034831,0.0010278242518398973
ENSG00000119242,FALSE,CCDC92,NCBITaxon:9606,gene,0.12162417970721857,0.07988865023585098
ENSG00000250091,FALSE,DNAH10OS,NCBITaxon:9606,gene,0.0015459363957597172,0.0010624851645313447
ENSG00000179195,FALSE,ZNF664,NCBITaxon:9606,gene,0.1746592629984856,0.10638353415418729
ENSG00000178882,FALSE,RFLNA,NCBITaxon:9606,gene,0.008897021706208985,0.005584424065315401
ENSG00000274874,FALSE,RP11-214K3.25,NCBITaxon:9606,gene,0.0018298838970217063,0.0012683788639726403
ENSG00000275389,FALSE,RP11-214K3.24,NCBITaxon:9606,gene,8.518425037859667e-4,5.904522297803671e-4
ENSG00000256596,TRUE,RP11-522N14.2,NCBITaxon:9606,gene,0,0
ENSG00000196498,FALSE,NCOR2,NCBITaxon:9606,gene,0.25946491670873295,0.1598286616463418
ENSG00000214650,FALSE,RP11-83B20.1,NCBITaxon:9606,gene,0.001798334174659263,0.0012465102628696637
ENSG00000073060,FALSE,SCARB1,NCBITaxon:9606,gene,0.28981574962140333,0.1448623859174228
ENSG00000150991,FALSE,UBC,NCBITaxon:9606,gene,11.008329126703686,2.028604914504109
ENSG00000150990,FALSE,DHX37,NCBITaxon:9606,gene,0.038112064613831396,0.02568866766318638
ENSG00000184992,FALSE,BRI3BP,NCBITaxon:9606,gene,0.08193462897526502,0.05369572215327082
ENSG00000280634,FALSE,THRIL,NCBITaxon:9606,gene,0.001356638061585058,9.403498474279914e-4
ENSG00000081760,FALSE,AACS,NCBITaxon:9606,gene,0.10537607269056032,0.06716657217792188
ENSG00000256814,TRUE,RP11-158L12.5,NCBITaxon:9606,gene,0,0
ENSG00000139364,FALSE,TMEM132B,NCBITaxon:9606,gene,0.001798334174659263,0.0012155653722521812
ENSG00000249267,FALSE,LINC00939,NCBITaxon:9606,gene,0.0011673397274103987,8.091382408101323e-4
ENSG00000275212,TRUE,LINC02826,NCBITaxon:9606,gene,1.2619888944977284e-4,8.747440441190628e-5
ENSG00000284848,TRUE,LINC02359,NCBITaxon:9606,gene,6.309944472488642e-5,4.373720220595314e-5
ENSG00000256494,TRUE,LINC02825,NCBITaxon:9606,gene,0,0
ENSG00000214043,TRUE,LINC02347,NCBITaxon:9606,gene,1.2619888944977284e-4,8.747440441190628e-5
ENSG00000256732,TRUE,RP11-407A16.3,NCBITaxon:9606,gene,3.154972236244321e-5,2.186860110297657e-5
ENSG00000255944,TRUE,RP11-407A16.4,NCBITaxon:9606,gene,0,0
ENSG00000255998,TRUE,LINC02824,NCBITaxon:9606,gene,3.154972236244321e-5,2.186860110297657e-5
ENSG00000189238,TRUE,LINC00943,NCBITaxon:9606,gene,6.309944472488642e-5,4.373720220595314e-5
ENSG00000256128,FALSE,LINC00944,NCBITaxon:9606,gene,0.008202927814235235,0.005536899632467856
ENSG00000249873,TRUE,LINC02372,NCBITaxon:9606,gene,0,0
ENSG00000256286,TRUE,RP11-983C2.3,NCBITaxon:9606,gene,0,0
ENSG00000249345,TRUE,LINC02405,NCBITaxon:9606,gene,1.2619888944977284e-4,8.747440441190628e-5
ENSG00000256001,FALSE,RP11-575F12.2,NCBITaxon:9606,gene,4.4169611307420494e-4,3.0616041544167193e-4
ENSG00000278266,FALSE,RP11-575F12.3,NCBITaxon:9606,gene,0.0022400302877334678,0.0015126494981793476
ENSG00000256292,TRUE,LINC02376,NCBITaxon:9606,gene,0,0
ENSG00000256362,TRUE,LINC02375,NCBITaxon:9606,gene,0,0
ENSG00000255945,TRUE,RP11-351O2.1,NCBITaxon:9606,gene,0,0
ENSG00000256022,TRUE,LINC02411,NCBITaxon:9606,gene,0,0
ENSG00000256597,TRUE,LINC02393,NCBITaxon:9606,gene,0,0
ENSG00000256193,TRUE,LINC00507,NCBITaxon:9606,gene,0,0
ENSG00000256971,TRUE,LINC00508,NCBITaxon:9606,gene,0,0
ENSG00000256643,TRUE,LINC02441,NCBITaxon:9606,gene,0,0
ENSG00000256551,TRUE,LINC02369,NCBITaxon:9606,gene,0,0
ENSG00000256659,TRUE,LINC02368,NCBITaxon:9606,gene,0,0
ENSG00000276487,TRUE,RP11-417O18.2,NCBITaxon:9606,gene,0,0
ENSG00000181234,FALSE,TMEM132C,NCBITaxon:9606,gene,0.006467693084300858,0.0043522791508331556
ENSG00000139370,FALSE,SLC15A4,NCBITaxon:9606,gene,0.08521580010095911,0.05682761750072747
ENSG00000274695,TRUE,RP11-21K12.3,NCBITaxon:9606,gene,1.8929833417465926e-4,1.312116066178594e-4
ENSG00000151948,FALSE,GLT1D1,NCBITaxon:9606,gene,0.0010411408379606259,7.035112573692145e-4
ENSG00000151952,TRUE,TMEM132D,NCBITaxon:9606,gene,0,0
ENSG00000249196,TRUE,TMEM132D-AS1,NCBITaxon:9606,gene,0,0
ENSG00000256699,TRUE,TMEM132D-AS2,NCBITaxon:9606,gene,0,0
ENSG00000256085,TRUE,RP11-337L12.1,NCBITaxon:9606,gene,0,0
ENSG00000256137,TRUE,RP11-174M13.2,NCBITaxon:9606,gene,0,0
